Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Mother's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Grade_Improvement,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Approval_Rate_Improvement,Total_Units_Approved,Average_Grade,Units_Without_Eval,Grade_Consistency,Parental_Education_Avg,Financial_Support_Score,Age_X_PrevQual,Admission_X_1stSemGrade
1,44,1,9085,1,39,150.0,1,38,9,150.0,1,0,0,1,1,1,22,0,0,6,9,6,13.428571428571429,0,1,6,12,6,13.625,0,12.4,0.5,1.79,0.19642857142857117,1.0,1.0,0.0,12,13.526785714285715,0,0.19642857142857117,37.5,2,3300.0,2014.2857142857142
2,39,1,9991,0,1,160.0,1,1,1,130.0,0,0,0,0,1,1,26,0,0,5,12,3,10.666666666666666,0,0,5,11,3,10.666666666666666,0,9.4,-0.8,-3.12,0.0,0.6,0.6,0.0,6,10.666666666666666,0,0.0,2.0,1,4160.0,1386.6666666666665
1,43,2,9670,1,1,135.0,1,3,1,123.5,1,0,0,1,1,0,22,0,0,6,12,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,0.0,0.0,0.0,0.0,0,0.0,0,0.0,11.0,1,2970.0,0.0
1,17,6,9147,1,1,130.0,1,37,9,110.4,1,0,0,1,1,0,25,0,13,15,15,13,10.76923076923077,0,11,14,15,12,11.833333333333334,0,7.6,2.6,0.32,1.0641025641025639,0.8666666666666667,0.8571428571428571,-0.009523809523809601,25,11.301282051282051,0,1.0641025641025639,37.0,1,3250.0,1188.9230769230771
1,1,1,9500,1,1,125.0,1,19,9,122.0,1,0,1,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,0.0,0.0,0.0,0.0,0,0.0,0,0.0,19.0,0,2375.0,0.0
1,1,3,9773,1,1,161.0,22,37,9,137.9,0,0,1,0,0,1,20,1,0,6,6,6,12.5,0,0,6,7,5,11.8,0,10.8,1.4,1.74,-0.6999999999999993,1.0,0.8333333333333334,-0.16666666666666663,11,12.15,0,0.6999999999999993,37.0,0,3220.0,1723.75
1,1,1,9130,1,1,135.0,1,3,2,137.1,1,0,0,1,0,0,18,0,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,2.8000000000000007,1.0,0.8333333333333334,-0.16666666666666663,11,13.4,0,2.8000000000000007,3.0,1,2430.0,1645.1999999999998
1,43,2,9147,1,1,126.0,1,1,3,100.0,1,0,0,1,1,0,22,0,0,5,11,0,0.0,0,0,5,7,1,10.0,1,16.2,0.3,-0.92,10.0,0.0,0.2,0.2,1,5.0,1,10.0,10.0,1,2772.0,0.0
1,1,1,9500,1,1,148.0,1,19,9,138.7,0,0,0,1,0,1,19,0,0,7,10,7,15.114999999999998,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,-0.02299999999999791,1.0,1.0,0.0,15,15.1035,0,0.02299999999999791,19.0,2,2812.0,2096.4504999999995
1,39,1,9119,1,1,150.0,1,3,4,150.0,1,0,0,1,1,0,27,0,0,5,10,1,14.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,-14.0,0.2,0.0,-0.2,1,7.0,0,14.0,3.0,1,4050.0,2100.0
1,39,1,9254,1,1,170.0,1,37,4,138.3,0,0,0,1,0,0,33,0,5,10,14,9,12.416666666666666,0,5,9,14,7,13.0,0,10.8,1.4,1.74,0.5833333333333339,0.9,0.7777777777777778,-0.12222222222222223,16,12.708333333333332,0,0.5833333333333339,37.0,1,5610.0,1717.2250000000001
1,1,1,9773,1,1,140.0,1,1,5,141.1,1,0,0,1,0,0,18,0,0,6,6,6,12.833333333333334,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,0.5,1.0,1.0,0.0,12,13.083333333333334,0,0.5,10.0,1,2520.0,1810.7833333333333
1,1,2,171,1,1,120.0,1,3,4,119.7,1,0,0,1,0,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,0.0,0.0,0.0,0.0,0,0.0,0,0.0,11.0,1,2520.0,0.0
1,39,1,9085,1,19,133.1,1,19,4,139.9,1,0,0,1,0,1,24,0,1,6,7,6,12.5,0,0,6,11,6,12.833333333333334,0,8.9,1.4,3.51,0.3333333333333339,1.0,1.0,0.0,12,12.666666666666668,0,0.3333333333333339,19.0,2,3194.3999999999996,1748.75
1,17,2,9070,1,1,126.0,1,38,9,129.9,1,0,0,1,1,1,19,0,0,6,6,6,13.666666666666666,0,0,6,7,5,13.2,0,12.4,0.5,1.79,-0.4666666666666668,1.0,0.8333333333333334,-0.16666666666666663,11,13.433333333333334,0,0.4666666666666668,38.0,2,2394.0,1775.3
1,16,1,9085,1,1,140.0,1,1,9,127.1,1,0,0,1,0,0,18,0,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,-2.75,0.8,0.8,0.0,8,11.875,1,2.75,1.0,1,2520.0,1684.0749999999998
1,44,1,9003,1,39,150.0,1,1,4,150.0,0,0,0,1,1,1,21,0,0,6,8,6,13.0,0,0,6,10,6,12.625,0,15.5,2.8,-4.06,-0.375,1.0,1.0,0.0,12,12.8125,0,0.375,10.0,2,3150.0,1950.0
1,1,1,9085,1,1,122.0,1,1,2,113.3,1,0,0,1,0,0,18,0,0,5,9,4,14.25,0,0,5,8,5,12.714285714285714,0,10.8,1.4,1.74,-1.5357142857142865,0.8,1.0,0.19999999999999996,9,13.482142857142858,0,1.5357142857142865,1.0,1,2196.0,1614.5249999999999
1,7,1,9003,1,3,120.0,1,1,4,120.0,1,0,0,1,1,0,27,0,14,18,21,18,11.421052631578949,0,10,13,16,13,11.076923076923077,1,15.5,2.8,-4.06,-0.344129554655872,1.0,1.0,0.0,31,11.248987854251013,1,0.344129554655872,10.0,1,3240.0,1370.5263157894738
1,1,1,9147,1,1,131.0,1,38,9,130.0,1,0,0,1,1,0,19,0,0,5,5,5,12.8,0,0,5,10,5,11.444444444444445,0,10.8,1.4,1.74,-1.355555555555556,1.0,1.0,0.0,10,12.122222222222224,0,1.355555555555556,28.5,1,2489.0,1664.0
1,1,2,9773,1,1,130.0,1,19,9,126.9,1,0,0,1,1,1,18,0,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,0.16666666666666607,1.0,1.0,0.0,12,14.083333333333332,0,0.16666666666666607,19.0,2,2340.0,1776.6000000000001
2,44,1,8014,0,39,160.0,1,37,9,155.9,0,0,0,1,0,0,33,0,3,6,7,6,15.714285714285714,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,-0.21428571428571352,1.0,1.0,0.0,12,15.607142857142858,0,0.21428571428571352,28.0,1,5280.0,2449.8571428571427
1,39,1,9500,1,1,100.0,1,3,2,121.3,1,0,0,1,0,0,34,0,0,8,11,7,11.705714285714285,0,0,8,11,7,11.705714285714285,0,10.8,1.4,1.74,0.0,0.875,0.875,0.0,14,11.705714285714285,0,0.0,2.0,1,3400.0,1419.9031428571427
1,39,1,9670,1,1,150.0,1,34,0,108.0,0,0,0,1,0,0,25,0,0,5,6,1,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,-11.0,0.2,0.0,-0.2,1,5.5,0,11.0,34.0,1,3750.0,1188.0
1,1,3,9147,1,1,128.0,1,3,5,116.5,0,0,0,1,1,0,20,0,0,5,7,5,11.6,0,0,5,5,5,12.8,0,12.4,0.5,1.79,1.200000000000001,1.0,1.0,0.0,10,12.2,0,1.200000000000001,3.0,1,2560.0,1351.3999999999999
1,39,1,8014,0,1,120.0,1,37,9,106.8,0,0,0,1,0,0,49,0,0,6,9,5,12.333333333333334,0,0,6,12,4,11.5,0,13.9,-0.3,0.79,-0.8333333333333339,0.8333333333333334,0.6666666666666666,-0.16666666666666674,9,11.916666666666668,0,0.8333333333333339,37.0,1,5880.0,1317.2
1,1,6,9773,1,1,116.0,1,19,4,110.1,1,0,0,1,0,1,19,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,-0.6666666666666661,1.0,0.8333333333333334,-0.16666666666666663,11,12.333333333333332,0,0.6666666666666661,10.0,2,2204.0,1394.6
1,1,4,9500,1,1,140.0,1,1,4,127.5,0,0,0,1,0,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,0.0,0.0,0.0,0.0,0,0.0,0,0.0,10.0,1,2520.0,0.0
1,1,1,9853,1,1,122.0,1,3,2,112.9,0,0,0,1,0,0,18,0,0,7,9,7,11.857142857142858,0,0,7,7,7,11.857142857142858,0,16.2,0.3,-0.92,0.0,1.0,1.0,0.0,14,11.857142857142858,0,0.0,11.0,1,2196.0,1338.6714285714288
1,17,1,9130,1,1,156.0,1,2,3,166.9,0,0,0,1,0,0,18,0,0,5,9,4,11.25,0,0,5,6,4,12.5,0,7.6,2.6,0.32,1.25,0.8,0.8,0.0,8,11.875,0,1.25,5.5,1,2808.0,1877.625
1,1,1,171,1,1,131.0,1,1,7,127.2,1,0,1,1,1,0,23,0,13,17,19,13,12.153846153846152,0,10,17,28,11,11.909090909090908,1,11.1,0.6,2.02,-0.24475524475524324,0.7647058823529411,0.6470588235294118,-0.11764705882352933,24,12.03146853146853,1,0.24475524475524324,1.0,0,3013.0,1545.9692307692305
1,51,1,9070,1,1,130.0,1,3,2,122.2,0,0,1,1,0,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,-0.7272727272727284,1.0,1.0,0.0,21,12.636363636363637,0,0.7272727272727284,2.0,0,2600.0,1588.6000000000001
1,7,1,9500,1,3,140.0,1,1,9,140.0,0,0,0,1,0,0,30,0,0,8,8,7,15.675714285714283,0,0,8,8,7,15.675714285714283,0,10.8,1.4,1.74,0.0,0.875,0.875,0.0,14,15.675714285714283,0,0.0,19.0,1,4200.0,2194.6
1,17,6,9500,1,1,139.0,1,37,9,133.5,1,0,0,1,0,1,18,0,0,8,8,7,15.228571428571428,0,0,8,8,7,15.228571428571428,0,12.7,3.7,-1.7,0.0,0.875,0.875,0.0,14,15.228571428571428,0,0.0,37.0,2,2502.0,2033.0142857142855
1,43,1,9773,1,1,132.0,1,38,9,125.0,1,0,0,1,1,1,20,0,0,6,6,6,12.333333333333334,0,0,6,7,6,14.0,0,12.4,0.5,1.79,1.666666666666666,1.0,1.0,0.0,12,13.166666666666668,0,1.666666666666666,28.5,2,2640.0,1541.6666666666667
1,1,3,9500,1,1,126.0,1,1,131,120.1,1,0,0,1,0,0,19,0,0,7,12,4,13.375,0,0,7,8,6,12.116666666666667,0,12.4,0.5,1.79,-1.2583333333333329,0.5714285714285714,0.8571428571428571,0.2857142857142857,10,12.745833333333334,0,1.2583333333333329,10.0,1,2394.0,1606.3374999999999
1,1,1,9773,1,1,122.0,1,38,9,126.6,1,0,0,1,0,0,18,0,0,6,6,6,12.833333333333334,0,0,6,6,6,13.833333333333334,0,8.9,1.4,3.51,1.0,1.0,1.0,0.0,12,13.333333333333334,0,1.0,28.5,1,2196.0,1624.7
1,17,2,9238,1,1,125.0,1,19,3,118.0,1,0,0,1,0,0,18,0,0,6,9,5,11.0,0,0,6,9,4,11.25,0,8.9,1.4,3.51,0.25,0.8333333333333334,0.6666666666666666,-0.16666666666666674,9,11.125,0,0.25,19.0,1,2250.0,1298.0
2,39,1,9119,1,1,120.0,1,37,9,145.4,0,0,1,1,1,0,40,0,0,5,11,3,10.666666666666666,0,0,5,5,2,12.5,0,16.2,0.3,-0.92,1.833333333333334,0.6,0.4,-0.19999999999999996,5,11.583333333333332,0,1.833333333333334,37.5,0,4800.0,1550.9333333333334
1,39,1,9991,0,1,133.0,1,37,9,139.2,1,0,1,1,1,0,33,0,0,5,11,2,12.5,0,0,5,9,2,11.5,1,12.7,3.7,-1.7,-1.0,0.4,0.4,0.0,4,12.0,1,1.0,37.0,0,4389.0,1739.9999999999998
1,17,1,9500,1,1,152.0,1,19,4,132.5,0,0,0,1,1,0,21,0,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,0.0,0.875,0.875,0.0,14,14.54,0,0.0,19.0,1,3192.0,1926.55
1,1,3,9773,1,1,135.0,1,38,5,133.3,1,0,0,1,0,1,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.166666666666666,0,8.9,1.4,3.51,-0.6666666666666679,1.0,1.0,0.0,12,14.5,0,0.6666666666666679,38.0,2,2430.0,1977.2833333333335
1,17,1,9147,1,1,123.0,1,1,3,122.0,0,0,0,1,1,0,19,0,0,5,7,3,12.333333333333334,0,0,5,5,0,0.0,0,8.9,1.4,3.51,-12.333333333333334,0.6,0.0,-0.6,3,6.166666666666667,0,12.333333333333334,10.0,1,2337.0,1504.6666666666667
1,17,1,171,1,1,136.0,1,38,7,127.3,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0.0,0.0,0.0,0.0,0,0.0,0,0.0,38.0,1,2584.0,0.0
1,17,3,9500,1,1,143.0,1,3,9,129.0,1,0,0,1,1,0,19,0,0,7,8,7,13.3625,0,0,8,9,8,14.444444444444445,0,13.9,-0.3,0.79,1.081944444444444,1.0,1.0,0.0,15,13.903472222222224,0,1.081944444444444,3.0,1,2717.0,1723.7625
1,43,1,9003,1,1,130.0,1,1,4,130.0,0,0,0,1,1,0,28,0,9,18,36,17,13.058823529411764,1,6,12,15,12,12.307692307692308,0,15.5,2.8,-4.06,-0.7511312217194561,0.9444444444444444,1.0,0.05555555555555558,29,12.683257918552037,1,0.7511312217194561,1.5,1,3640.0,1697.6470588235293
1,1,1,9773,1,1,140.0,1,37,9,142.5,1,0,0,1,0,0,18,0,0,6,6,6,13.333333333333334,0,0,6,9,5,13.2,0,9.4,-0.8,-3.12,-0.13333333333333464,1.0,0.8333333333333334,-0.16666666666666663,11,13.266666666666666,0,0.13333333333333464,37.0,1,2520.0,1900.0
1,39,1,9773,1,19,133.1,1,19,171,104.0,0,0,1,0,0,1,24,0,0,6,6,6,13.5,0,0,6,6,6,13.0,0,11.1,0.6,2.02,-0.5,1.0,1.0,0.0,12,13.25,0,0.5,19.0,0,3194.3999999999996,1404.0
1,1,2,9500,1,1,131.0,1,1,4,126.1,1,0,0,1,0,1,19,0,0,7,7,7,12.495714285714286,0,0,8,9,7,12.242857142857144,0,11.1,0.6,2.02,-0.2528571428571418,1.0,0.875,-0.125,14,12.369285714285715,0,0.2528571428571418,19.0,2,2489.0,1575.7095714285713
1,17,4,9853,1,1,121.0,1,38,5,113.7,1,0,0,1,0,1,20,0,0,6,8,5,13.4,0,0,6,9,5,13.666666666666666,0,9.4,-0.8,-3.12,0.2666666666666657,0.8333333333333334,0.8333333333333334,0.0,10,13.533333333333333,0,0.2666666666666657,38.0,2,2420.0,1523.5800000000002
1,17,1,9254,1,1,122.0,1,37,5,114.3,0,0,0,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0.0,0.0,0.0,0.0,0,0.0,0,0.0,37.0,0,2440.0,0.0
1,16,1,9070,1,1,125.0,1,1,4,120.8,1,0,0,1,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,-1.666666666666666,1.0,1.0,0.0,12,13.666666666666668,0,1.666666666666666,1.0,1,2250.0,1751.6
1,17,1,9254,1,1,119.0,1,1,4,125.0,0,0,0,1,1,0,19,0,0,6,7,5,10.8,0,0,6,10,2,10.5,0,10.8,1.4,1.74,-0.3000000000000007,0.8333333333333334,0.3333333333333333,-0.5,7,10.65,0,0.3000000000000007,1.0,1,2261.0,1350.0
1,39,1,9500,1,19,133.1,1,1,4,111.8,1,0,0,1,0,0,27,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,0.0,0.0,0.0,0.0,0,0.0,0,0.0,10.0,1,3593.7,0.0
1,39,1,9500,1,3,133.8,1,3,2,184.0,0,0,0,1,0,0,28,0,0,7,9,7,17.005555555555556,0,1,8,9,8,16.582222222222224,0,15.5,2.8,-4.06,-0.423333333333332,1.0,1.0,0.0,15,16.79388888888889,0,0.423333333333332,20.0,1,3746.4000000000005,3129.0222222222224
1,17,2,9254,1,1,135.0,1,19,4,135.0,1,0,0,1,1,0,20,0,0,6,8,6,11.833333333333334,0,0,6,9,5,10.4,0,7.6,2.6,0.32,-1.4333333333333336,1.0,0.8333333333333334,-0.16666666666666663,11,11.116666666666667,0,1.4333333333333336,19.0,1,2700.0,1597.5
1,53,1,9238,1,42,140.0,1,37,9,136.9,1,0,0,1,0,0,21,0,5,9,10,9,12.77777777777778,0,4,9,9,9,13.22222222222222,0,8.9,1.4,3.51,0.4444444444444393,1.0,1.0,0.0,18,13.0,0,0.4444444444444393,37.0,1,2940.0,1749.2777777777783
1,53,1,9003,1,1,130.0,1,19,9,130.0,0,0,1,1,1,0,21,0,7,12,20,10,11.8,0,5,12,15,9,11.444444444444445,0,8.9,1.4,3.51,-0.35555555555555607,0.8333333333333334,0.75,-0.08333333333333337,19,11.622222222222224,0,0.35555555555555607,10.0,0,2730.0,1534.0
1,17,2,9147,1,1,123.0,1,1,4,115.3,1,0,0,1,0,1,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,-2.0,0.6,0.6,0.0,6,12.0,0,2.0,19.5,2,2214.0,1498.8999999999999
1,1,2,9500,1,1,135.0,1,19,9,122.9,1,0,0,1,0,0,18,0,0,7,10,7,13.128,0,0,8,13,6,13.193333333333332,0,15.5,2.8,-4.06,0.06533333333333147,1.0,0.75,-0.25,13,13.160666666666666,0,0.06533333333333147,19.0,1,2430.0,1613.4312
2,39,1,8014,0,1,100.0,1,37,9,141.5,0,0,0,1,0,0,45,0,0,6,9,5,12.333333333333334,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,0.6666666666666661,0.8333333333333334,1.0,0.16666666666666663,11,12.666666666666668,0,0.6666666666666661,37.5,1,4500.0,1745.1666666666667
1,43,1,9500,1,1,125.0,1,37,9,123.6,1,0,0,1,0,1,18,0,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,0.0,0.7142857142857143,0.7142857142857143,0.0,10,12.86,0,0.0,37.0,2,2250.0,1589.4959999999999
1,17,1,9254,1,1,121.0,1,1,4,123.1,1,0,0,1,1,0,21,0,0,6,11,6,11.166666666666666,0,0,6,14,3,14.666666666666666,0,7.6,2.6,0.32,3.5,1.0,0.5,-0.5,9,12.916666666666666,0,3.5,1.0,1,2541.0,1374.6166666666666
1,1,4,9238,1,1,130.0,1,1,4,124.8,1,0,0,1,0,0,19,0,0,6,6,6,13.0,0,0,6,8,5,13.4,0,8.9,1.4,3.51,0.40000000000000036,1.0,0.8333333333333334,-0.16666666666666663,11,13.2,0,0.40000000000000036,10.0,1,2470.0,1622.3999999999999
1,1,3,9500,1,1,137.0,1,38,5,122.7,1,0,0,1,0,1,18,0,0,7,8,7,13.778571428571428,0,0,8,10,8,13.122222222222222,0,16.2,0.3,-0.92,-0.6563492063492067,1.0,1.0,0.0,15,13.450396825396826,0,0.6563492063492067,38.0,2,2466.0,1690.6307142857142
1,1,3,171,1,1,147.0,1,12,9,151.6,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0.0,0.0,0.0,0.0,0,0.0,0,0.0,15.5,1,2793.0,0.0
1,17,1,9670,1,1,109.0,1,1,4,108.0,0,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,1,2071.0,0.0
2,1,1,9500,1,1,142.0,1,19,4,130.3,0,0,0,1,0,0,18,0,0,7,7,6,13.683333333333332,0,0,7,7,6,13.683333333333332,0,7.6,2.6,0.32,0.0,0.8571428571428571,0.8571428571428571,0.0,12,13.683333333333332,0,0.0,28.5,1,2556.0,1782.9383333333333
1,17,1,9254,1,1,148.0,1,1,4,145.2,0,0,0,1,1,0,20,0,0,6,7,6,13.714285714285714,0,0,6,8,6,14.714285714285714,0,16.2,0.3,-0.92,1.0,1.0,1.0,0.0,12,14.214285714285714,0,1.0,1.0,1,2960.0,1991.3142857142855
1,17,1,9670,1,1,123.0,1,19,1,114.6,0,0,0,1,0,0,18,0,0,5,5,4,11.0,0,0,5,5,4,11.0,0,9.4,-0.8,-3.12,0.0,0.8,0.8,0.0,8,11.0,0,0.0,19.0,1,2214.0,1260.6
1,17,1,9130,1,1,130.0,1,3,2,115.9,0,0,0,1,0,0,18,0,0,5,14,2,12.0,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,0.5999999999999996,0.4,1.0,0.6,7,12.3,2,0.5999999999999996,11.0,1,2340.0,1390.8000000000002
1,17,3,9070,1,1,132.0,1,38,5,124.3,0,1,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0.0,0.0,0.0,0.0,0,0.0,0,0.0,19.5,1,2376.0,0.0
2,39,1,9003,1,1,133.1,1,37,9,100.0,0,0,0,0,1,0,44,0,4,10,10,4,11.5,0,1,7,8,1,12.0,0,15.5,2.8,-4.06,0.5,0.4,0.14285714285714285,-0.2571428571428572,5,11.75,0,0.5,37.0,0,5856.4,1150.0
1,1,1,9773,1,1,127.0,1,37,9,123.2,1,0,0,1,0,0,18,0,0,6,12,1,11.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,-11.0,0.16666666666666666,0.0,-0.16666666666666666,1,5.5,0,11.0,37.0,1,2286.0,1355.2
1,39,1,9003,1,1,133.1,1,1,4,145.8,0,0,0,1,1,0,34,0,0,6,15,5,13.333333333333334,0,0,6,15,5,12.4,0,12.4,0.5,1.79,-0.9333333333333336,0.8333333333333334,0.8333333333333334,0.0,10,12.866666666666667,0,0.9333333333333336,10.0,1,4525.4,1944.0000000000002
1,16,2,9147,1,1,132.0,1,37,9,122.6,1,0,0,1,0,1,20,0,0,5,8,3,12.0,0,0,5,9,4,12.625,0,10.8,1.4,1.74,0.625,0.6,0.8,0.20000000000000007,7,12.3125,0,0.625,37.0,2,2640.0,1471.1999999999998
1,7,1,9119,1,40,140.0,1,3,2,140.0,0,0,0,1,1,0,23,0,0,5,5,5,13.8,0,0,5,7,5,14.142857142857142,0,11.1,0.6,2.02,0.34285714285714164,1.0,1.0,0.0,10,13.971428571428572,0,0.34285714285714164,2.0,1,3220.0,1932.0
2,39,1,9500,1,1,100.0,1,37,4,130.0,0,0,0,1,1,1,33,0,0,8,16,1,10.0,1,0,8,16,1,10.0,1,12.7,3.7,-1.7,0.0,0.125,0.125,0.0,2,10.0,2,0.0,37.5,2,3300.0,1300.0
1,43,1,9147,1,1,123.0,1,3,9,113.2,0,0,0,1,0,0,21,0,3,10,18,6,11.166666666666666,2,4,10,16,7,10.571428571428571,0,7.6,2.6,0.32,-0.5952380952380949,0.6,0.7,0.09999999999999998,13,10.869047619047619,2,0.5952380952380949,11.0,1,2583.0,1264.0666666666666
1,44,1,9003,1,39,160.0,1,3,2,160.0,1,0,0,0,0,0,20,0,0,6,10,6,13.375,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,-0.375,1.0,1.0,0.0,12,13.1875,0,0.375,2.0,0,3200.0,2140.0
1,1,1,9238,1,1,141.0,1,37,9,138.9,0,0,0,1,0,0,18,0,0,6,9,6,13.714285714285714,0,0,6,6,6,14.166666666666666,0,13.9,-0.3,0.79,0.45238095238095255,1.0,1.0,0.0,12,13.94047619047619,0,0.45238095238095255,37.5,1,2538.0,1904.9142857142856
1,1,1,9070,1,1,139.0,1,1,3,134.9,1,0,0,1,1,0,20,0,0,6,7,6,13.666666666666666,0,0,6,7,6,12.166666666666666,1,16.2,0.3,-0.92,-1.5,1.0,1.0,0.0,12,12.916666666666666,1,1.5,10.0,1,2780.0,1843.6333333333334
1,44,1,9238,1,39,150.0,1,1,4,145.6,1,0,0,1,0,1,20,0,3,6,6,6,13.333333333333334,0,2,6,6,6,14.166666666666666,0,13.9,-0.3,0.79,0.8333333333333321,1.0,1.0,0.0,12,13.75,0,0.8333333333333321,19.0,2,3000.0,1941.3333333333333
1,43,1,9085,1,1,130.0,1,37,90,125.1,0,0,0,1,0,0,21,0,2,9,14,8,13.555555555555555,0,2,7,10,7,13.571428571428571,0,7.6,2.6,0.32,0.015873015873015817,0.8888888888888888,1.0,0.11111111111111116,15,13.563492063492063,0,0.015873015873015817,37.0,1,2730.0,1695.8
1,1,1,9238,1,1,141.0,1,19,7,128.8,1,0,0,1,1,0,18,0,0,6,10,5,11.6,0,0,6,6,6,11.166666666666666,0,10.8,1.4,1.74,-0.43333333333333357,0.8333333333333334,1.0,0.16666666666666663,11,11.383333333333333,0,0.43333333333333357,10.0,1,2538.0,1494.0800000000002
1,1,1,9500,1,1,136.0,1,19,4,136.0,0,0,0,1,0,1,19,0,0,7,7,7,14.014285714285714,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,1.3357142857142854,1.0,1.0,0.0,15,14.682142857142857,0,1.3357142857142854,19.0,2,2584.0,1905.942857142857
1,1,2,9773,1,1,130.0,1,19,5,137.4,0,0,0,1,0,0,19,0,0,6,6,6,15.0,0,0,6,7,6,14.0,0,15.5,2.8,-4.06,-1.0,1.0,1.0,0.0,12,14.5,0,1.0,19.0,1,2470.0,2061.0
1,1,1,9147,1,1,132.0,1,19,9,119.1,0,0,0,0,1,0,19,0,0,5,16,1,12.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,-12.0,0.2,0.0,-0.2,1,6.0,0,12.0,28.5,0,2508.0,1429.1999999999998
1,1,6,9500,1,1,119.0,1,1,4,115.0,1,0,0,1,1,1,20,0,0,7,14,1,13.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,-13.0,0.14285714285714285,0.0,-0.14285714285714285,1,6.5,0,13.0,1.0,2,2380.0,1495.0
1,1,2,9147,1,1,129.0,1,38,3,118.9,1,0,0,1,0,0,19,0,0,5,8,4,12.8,0,0,5,10,3,14.5,0,10.8,1.4,1.74,1.6999999999999993,0.8,0.6,-0.20000000000000007,7,13.65,0,1.6999999999999993,28.5,1,2451.0,1521.92
1,42,1,9119,1,1,120.0,1,5,2,115.0,0,0,0,1,1,0,30,0,1,6,9,2,15.0,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,-1.5,0.3333333333333333,0.3333333333333333,0.0,4,14.25,0,1.5,5.0,1,3600.0,1725.0
1,1,1,9254,1,1,100.0,1,19,5,101.8,1,0,0,1,0,0,21,0,0,6,8,5,11.6,0,0,6,6,5,13.0,0,12.4,0.5,1.79,1.4000000000000004,0.8333333333333334,0.8333333333333334,0.0,10,12.3,0,1.4000000000000004,19.0,1,2100.0,1180.8799999999999
1,39,1,9085,1,1,128.0,1,19,9,157.4,1,0,0,1,0,0,26,0,0,6,7,6,16.5,0,0,6,8,6,14.285714285714286,0,8.9,1.4,3.51,-2.2142857142857135,1.0,1.0,0.0,12,15.392857142857142,0,2.2142857142857135,10.0,1,3328.0,2597.1
